Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Fire-Collapse,1646 Park Ave,Manhattan,3/12/14 9:44,,40.79958639,-73.94303755
Structural-Collapse,622 W 57 Street,Manhattan,2/25/15 14:50,3/2/15 12:01,40.77075856,-73.99249061
Structural-Scaffold,145 W 58 Street,Manhattan,3/3/15 7:01,3/3/15 14:37,40.76556092,-73.9780187
Structural-Street Collapse,1001 Lafayette Ave,Brooklyn,3/3/15 14:42,3/4/15 1:16,40.69210427,-73.93205167
HazMat-High Carbon Monoxide,36 Bridge Street,Brooklyn,3/4/15 10:35,3/4/15 12:37,40.70359094,-73.9846429
Transportation-School Bus,52 street  & 13 avenue,Brooklyn,3/4/15 17:14,3/4/15 17:21,40.63334748,-73.99386435
Structural-Car Into Building,East 67th Street & Park Avenue,Manhattan,3/19/12 11:35,3/19/12 13:04,40.76791577,-73.96615142
Structural-Falling Debris,455 Madison Avenue,Manhattan,3/20/12 21:56,3/20/12 22:46,40.7581139,-73.97539337
LawEnforcement-Suspicious Package,600 Exterior St,Bronx,11/12/12 19:50,11/12/12 20:52,40.8207311,-73.93002871
Utility-Power Outage,East 14 Street & FDR Drive,Manhattan,10/29/12 20:50,11/13/12 10:51,40.72686087,-73.97205618
Structural-Partial Collapse,31-19 30th Avenue,Queens,4/22/13 12:08,4/23/13 10:54,40.76679862,-73.92115969
LawEnforcement-Suspicious Vehicle,2490 P Avenue,Brooklyn,4/23/13 9:54,4/23/13 11:19,40.61144663,-73.94902199
LawEnforcement-Suspicious Package,Nostrand Avenue & Atlantic Avenue,Brooklyn,4/23/13 12:01,4/23/13 13:04,40.67845534,-73.9496774
Structural-Confined Space,61 Broadway,Manhattan,4/25/13 11:55,4/25/13 12:35,40.70699481,-74.01233536
Utility-Water Main,18-18 Hazen Street,Queens,7/19/14 9:29,7/20/14 6:20,40.79427511,-73.88415198
Fire-4th Alarm,16 Covert St,Brooklyn,5/13/11 21:29,5/15/11 8:27,40.68531207,-73.91327671
Structural-Collapse,201 Hooper Street,Brooklyn,5/16/11 16:12,5/17/11 1:54,40.70498104,-73.95706198
Transportation-BQE Closure,,Brooklyn,3/21/12 17:39,3/21/12 20:26,,
LawEnforcement-Suspicious Package,East 15th St & Union Square East,Manhattan,3/21/12 21:04,3/21/12 21:52,40.73534839,-73.98991823
HazMat-Chemical,East 55th Street  & 3rd Avenue,Manhattan,11/13/12 10:06,11/13/12 10:58,40.75894936,-73.96848059
Utility-Water Main,43-25 Victory Blvd,Staten Island,11/18/12 16:28,11/18/12 20:47,40.63784793,-74.07711701
LawEnforcement-Suspicious Package,West 41st Street & 6th Avenue,Manhattan,11/19/12 1:59,11/19/12 2:21,40.75417679,-73.98459514
Rescue-High Angle,31-03 20th Avenue,Queens,11/19/12 14:05,11/19/12 16:05,40.77961902,-73.90613455
Fire-3rd Alarm,1830 2nd  Avenue,Manhattan,4/7/16 6:17,4/7/16 18:36,40.7832767,-73.94778548
LawEnforcement-Suspicious Package,W 41 St & Broadway,Manhattan,11/20/12 22:43,11/20/12 23:13,40.7550334,-73.98663788
Fire-3rd Alarm,68 Sunnyside Ave,Brooklyn,11/21/12 21:58,11/22/12 4:14,40.68069847,-73.89404784
Fire-3rd Alarm,618 Lexington Ave,Brooklyn,4/28/13 18:28,4/28/13 21:45,40.68947932,-73.93516261
Structural-Stability Problem,10 East 20th Street,Manhattan,4/29/13 15:45,4/29/13 18:14,40.73931458,-73.99011249
Fire-2nd Alarm,1092 Blake Avenue,Brooklyn,10/4/13 19:36,10/4/13 22:12,40.67034821,-73.87773791
Structural-Life Safety Violations,2477 Elm Place,Bronx,10/4/13 20:38,10/5/13 5:23,40.86117629,-73.89423753
Utility-Dielectric Fluid Spill,50 West 23rd Street,Manhattan,10/7/13 20:49,10/7/13 22:07,40.74222136,-73.99119468
Structural-Car into a Building,2022 3rd Avenue,Manhattan,10/7/13 23:23,10/8/13 1:09,40.79490624,-73.94225423
HazMat-Other,55 Water Street,manhattan,7/14/14 11:39,7/21/14 16:49,40.70359704,-74.00978123
Structural-Collapse,,Brooklyn,7/22/14 8:36,7/22/14 11:19,,
Transportation-Other,West 31st Street & 8th Avenue,Manhattan,7/23/14 20:47,7/24/14 8:01,40.75029388,-73.99484249
Fire-2nd Alarm,62 Allen Street,Manhattan,3/18/15 2:21,3/18/15 4:23,40.7170849,-73.9914433
Fire-5th Alarm,595  East 167 Street,Bronx,5/10/11 12:51,5/17/11 9:46,40.82853408,-73.90436002
Structural-Life Safety Violations,781 Prospect ave,Bronx,5/16/11 20:00,5/17/11 13:05,40.81807223,-73.90229766
Structural-Partial Collapse,606 West 131 Street,Manhattan,3/22/12 8:03,3/22/12 17:05,40.81780939,-73.95757446
Rescue-Confined Space,806 Richmond Terrace,Staten Island,3/23/12 11:55,3/23/12 14:46,40.64470674,-74.09915292
Utility-Power Outage,Beach 108th Street & Rockaway Freeway,Queens,11/22/12 19:54,11/22/12 21:17,40.58258621,-73.83021503
Utility-Power Outage,140 Beach 119th St.,Queens,11/23/12 18:36,11/23/12 19:52,40.57786147,-73.8391079
Transportation-Stuck Dump Truck,East 61st Street & FDR Drive,Manhattan,11/23/12 20:01,11/23/12 20:53,40.7596405,-73.95816379
Rescue-Confined Space,2550 Webb Avenue,Bronx,11/25/12 7:55,11/25/12 8:49,40.86718976,-73.90344031
Structural-Other,1215 East 233 Street,Bronx,6/25/15 15:37,6/25/15 18:01,,
Utility-Water Main,jennings street  & charlotte street,bronx,11/4/15 1:17,11/4/15 17:04,40.83266469,-73.89173523
Fire-Haz Mat,718 Clarkson Avenue,Brooklyn,11/6/15 15:08,11/6/15 16:15,40.65631978,-73.935339
Law Enforcement-Other,131 West 86th Street,Manhattan,11/23/15 10:16,11/23/15 12:08,40.78693042,-73.97320158
Fire-2nd Alarm,114-25 146th Street,Queens,11/23/15 10:28,11/23/15 12:09,40.68479778,-73.79693796
Rescue-Confined Space,4516 Manhattan College Parkway,Bronx,11/23/15 13:20,11/23/15 13:30,40.88908267,-73.90166164
Utility-Gas Service Line,2008 Webster Ave,Bronx,11/10/15 9:24,11/24/15 14:38,40.85032833,-73.89937306
Fire-2nd Alarm,221 West Kingsbridge Road,Bronx,1/27/16 22:38,1/29/16 11:42,,
HazMat-High Carbon Monoxide,103-17 98 Street,Queens,3/17/16 23:00,3/18/16 1:30,40.6826839,-73.84219371
Structural-Collapse,27 West 38 Street,Manhattan,10/30/15 10:39,11/6/15 12:33,40.7514237,-73.98379814
LawEnforcement-Suspicious Package,1016 Second Avenue,Manhattan,3/23/12 15:30,3/23/12 16:31,40.75714012,-73.96686437
HazMat-Fuel,691 East 149th Street,Bronx,3/22/12 10:02,3/23/12 18:46,40.81336279,-73.9096526
Rescue-Technical,21 Barclay Street,Manhattan,11/26/12 8:25,11/26/12 9:39,40.71235291,-74.00885548
Fire-3rd Alarm,548 3rd Ave,Manhattan,11/25/12 19:05,11/26/12 11:06,40.74726974,-73.9770106
LawEnforcement-Suspicious Package,14 Washington Place,Manhattan,4/30/13 14:50,4/30/13 15:51,40.72965062,-73.99506779
LawEnforcement-Suspicious Package,Waterbury St & Grand St,Brooklyn,4/30/13 15:33,4/30/13 16:12,40.71252337,-73.93832169
LawEnforcement-Suspicious Package,2556 Shell Road,Brooklyn,4/30/13 16:27,4/30/13 18:07,40.58957078,-73.97425291
LawEnforcement-Suspicious Package,1 Pennsylvania Plaza,Manhattan,5/2/13 7:53,5/2/13 8:51,40.75065869,-73.99087596
Fire-2nd Alarm,108-43 67th drive,queens,11/25/15 23:33,11/27/15 6:56,40.72774508,-73.8464815
Fire-2nd Alarm,6 Pennyfield Avenue,Bronx,11/30/15 7:40,11/30/15 9:33,40.80924885,-73.80230918
Transportation-Train Elevated,25 Junius Street,Brooklyn,11/30/15 10:00,11/30/15 10:34,40.67447673,-73.9041952
Fire-2nd Alarm,314 South 3 Street,Brooklyn,11/30/15 9:47,11/30/15 11:49,40.70966822,-73.95475771
Structural-Construction Accident,764 Metropolitan Avenue,Brooklyn,11/30/15 10:42,11/30/15 12:54,40.71460111,-73.9435683
Law Enforcement-Suspicious Package,38 Street & 12 Avenue,Manhattan,11/30/15 16:38,11/30/15 16:54,40.74291772,-74.05133138
Utility-Water Main,82-68 164th street,queens,2/2/16 6:17,2/2/16 8:37,40.71724953,-73.80343341
Fire-2nd Alarm,333 East 68 Street,Manhattan,2/1/16 13:41,2/2/16 13:16,40.76586874,-73.95933314
Law Enforcement-Device,2 Teleport Drive,staten island,2/3/16 12:05,2/3/16 13:39,40.60372052,-74.17927401
Medical-Injured City Worker,105 East 42 Street,Manhttan,2/3/16 16:06,2/3/16 18:39,40.75198253,-73.97731937
Utility-Gas High Pressure,159-12 72 Avenue,queens,2/4/16 13:39,2/4/16 14:01,40.72798925,-73.80964352
Structural-Construction Accident,124 east 107th street,new york,2/4/16 12:47,2/4/16 15:05,40.79318182,-73.94643062
Structural-Construction Accident,309 5 Ave,Manhattan,3/24/12 17:47,3/24/12 19:43,40.74684022,-73.98571563
Fire-Manhole,870 7th Avenue,Manhattan,3/25/12 2:21,3/25/12 4:28,40.76452115,-73.98077343
Structural-Crane,438 West 38th Street,Manhattan,11/26/12 8:51,11/26/12 22:00,40.75662332,-73.99618835
Fire-School,2839 Bedford Avenue,Brooklyn,11/27/12 8:05,11/27/12 9:33,40.63323645,-73.95292884
Utility-Gas Service Line,14 West 170th Street,Bronx,11/27/12 11:14,11/27/12 12:10,40.84048994,-73.9185136
HazMat-Fuel,,Manhattan,10/31/12 12:35,,40.70421445,-74.01155941
LawEnforcement-Device,2380 East Tremont Ave,Bronx,5/2/13 14:23,5/2/13 16:29,40.84233176,-73.85448268
Fire-1st Alarm,West 52 Street & 12 Avenue,Manhattan (Pier 92),5/2/13 16:34,5/3/13 11:01,40.7680332,-73.99584834
HazMat-Solid,16 Ericsson Place,Manhattan,5/3/13 14:33,5/3/13 15:29,40.72043363,-74.00674253
Utility-Power Outage,,Manhattan,5/3/13 23:14,5/4/13 1:25,,
Fire-1st Alarm,Vanwyck Expressway & Atlantic Avenue,Queens,5/4/13 4:13,5/4/13 5:56,,
Fire-1st Alarm,121 St & Atlantic Avenue,Queens,5/5/13 14:56,5/5/13 16:47,40.69453152,-73.82587663
Utility-Other,Kings Highway & Remsen Avenue,Brooklyn,6/16/15 12:10,,40.65462896,-73.92200584
Fire-Haz Mat,26-45 Brooklyn Queens Expressway,Queens,10/13/15 15:40,10/14/15 4:45,40.76213975,-73.90192848
Fire-10-76 (Commercial High Rise Fire),32 Avenue of Americas,Manhattan,11/7/15 9:36,11/7/15 10:42,40.72007964,-74.00518403
Utility-Gas Low Pressure,164 South Oxford Street,Brooklyn,12/2/15 12:16,12/2/15 13:17,40.6845868,-73.97312372
Fire-2nd Alarm,451 Clove Road,Staten Island,12/1/15 20:49,12/2/15 13:19,40.6294717,-74.12335446
Structural-Elevator,1373 Washington Avenue,Bronx,12/2/15 17:34,12/2/15 20:53,40.83464711,-73.90503423
Fire-10-77 (Residential High Rise Fire),,Brooklyn,12/2/15 23:42,12/3/15 1:21,,
Structural-Stability Problem,120 South 4 Street,Brooklyn,12/3/15 7:45,12/3/15 8:32,40.7120455,-73.96335182
Rescue-Confined Space,East 48 Street & Madison Ave,Manhattan,12/3/15 18:52,12/3/15 19:10,40.75660726,-73.97650205
Rescue-Other,155-20 Broad Street,Queens,3/19/16 19:27,3/19/16 20:10,40.63805151,-73.74593758
Structural-Scaffold,25 Pierrepont Street,Brooklyn,3/25/12 17:40,3/25/12 19:39,40.69616732,-73.99650916
Utility-Manhole,55 West 17 Street,Manhattan,3/26/12 14:43,3/27/12 2:04,40.73865061,-73.99394486
LawEnforcement-Suspicious Package,,Manhattan,11/28/12 5:42,11/28/12 5:59,,
Other-Ruptured Concrete Pumping Hose,4 World Trade Center,Manhattan,11/28/12 14:25,11/28/12 15:11,40.71003061,-74.01146303
HazMat-Solid,225 Cadman Plaza East,Brooklyn,5/7/13 16:04,5/7/13 19:48,40.69748991,-73.9899492
Fire-Haz Mat,672 56th Street,Brooklyn,5/8/13 9:43,5/8/13 12:39,40.63952571,-74.01015377
LawEnforcement-Suspicious Package,152 Stuyvesant Place,Staten Island,5/8/13 22:14,5/8/13 22:59,40.64266257,-74.07670458
Structural-Construction Accident,,Manhattan,5/9/13 12:10,5/9/13 12:46,40.76030123,-73.99498249
Fire-2nd Alarm,42-24 Ithaca Street,queens,3/21/16 22:41,3/22/16 1:13,40.74413085,-73.87828458
Transportation-Train Subway,,Citywide,5/17/11 6:35,5/17/11 15:11,,
Utility-Water Service Line,785 Jennings St,Bronx,5/9/11 13:34,5/17/11 16:02,40.83200203,-73.89642677
Other-Elevator Failure,254-260 Wallabout Street,Brooklyn,3/27/12 18:59,3/27/12 19:39,40.70020078,-73.95290681
LawEnforcement-Suspicious Package,93-01 Grand Central Parkway,Queens,3/27/12 19:56,,,
LawEnforcement-Suspicious Powder,3 United Nations Plaza,Manhattan,11/30/12 14:50,11/30/12 15:33,40.75062224,-73.9701231
LawEnforcement-Suspicious Package,255 Beach 141 St.,Queens,11/30/12 13:59,11/30/12 15:34,40.5736435,-73.8584877
Utility-Water Main,,Manhattan,12/1/12 16:06,12/1/12 19:06,,
Rescue-Confined Space,2950 West 24th Street,Brooklyn,12/2/12 10:10,12/2/12 10:46,40.57454002,-73.99088562
Weather-Flooding,Belt Parkway & 225th Street,Queens,5/9/13 12:37,5/9/13 16:32,40.66580119,-73.75214357
Fire-5th Alarm,74-09 37 Ave,Queens,4/21/14 17:58,4/24/14 15:34,40.74899135,-73.89156083
Rescue-Technical,40 West 22 St.,Manhattan,4/24/14 15:57,4/24/14 19:14,40.7414501,-73.99144739
LawEnforcement-Suspicious Package,112 Richmond Hill Road,Staten Island,4/24/14 17:55,4/24/14 19:20,40.58700516,-74.16425166
Medical-EMS MCI (Multiple Casualty Incident),620 6th ave,Manhattan,5/18/11 7:30,5/18/11 9:36,40.74008067,-73.99484328
Rescue-Confined Space,331 East 29th Street,Manhattan,5/18/11 13:01,5/18/11 13:42,40.74128624,-73.97730136
Structural-Street Collapse,219 West 53rd Street,Manhattan,6/21/11 12:37,,40.76354441,-73.98322122
Fire-3rd Alarm,65-55 Maurice Ave,Queens,3/27/12 19:59,3/28/12 0:28,40.73495938,-73.89977461
Structural-Scaffold,Nostrand Avenue  & Farragut Road,Brooklyn,12/2/12 10:45,12/2/12 11:34,40.63626732,-73.9480158
Utility-Water Service Line,109  Reade Street,Manhattan,12/3/12 4:41,12/3/12 11:25,40.71579214,-74.00835452
Structural-Stability Problem,101st Avenue & Van Wyck Expressway Service Road,Queens,12/4/12 12:53,12/4/12 14:35,,
Utility-Gas Main Rupture,570 Wythe Avenue,Brooklyn,12/4/12 10:35,12/5/12 5:12,40.70596692,-73.96690784
Fire-1st Alarm,3035 West 24th Street,Brooklyn,4/28/14 10:38,4/28/14 11:36,40.57286017,-73.99057268
Transportation-Train Subway,,Brooklyn,4/3/16 10:00,4/3/16 13:47,,
Fire-4th Alarm,15 West 25 St,Manhattan,5/1/16 19:03,,40.74329718,-73.98975824
Utility-Water Service Line,25 Orchard Street,Manhattan,2/23/14 2:01,2/23/14 10:22,40.71546276,-73.99160945
Fire-3rd Alarm,1700 Toppping Avenue,Bronx,2/23/14 5:41,2/23/14 11:10,,
HazMat-High Carbon Monoxide,255 MacDougal Street,Brooklyn,2/24/14 16:44,2/25/14 10:37,40.68033368,-73.91051424
Utility-Water Main,Jackson Street  & Leonard Street,Brooklyn,2/25/14 9:33,2/25/14 11:44,40.71632968,-73.94806879
LawEnforcement-Suspicious powder,265  East 161st Street,Bronx,2/19/14 10:31,2/25/14 16:48,40.82567138,-73.91872325
Structural-Collapse,1918 Prospect Place,Brooklyn,2/26/14 13:12,2/26/14 14:56,40.6722463,-73.91243211
Weather-Flooding,151-44 80th Street,Queens,4/30/14 20:59,,40.66703836,-73.85446139
Utility-Gas Service Line,2386 Stillwell Ave,Brooklyn,5/7/14 15:46,5/7/14 19:18,40.58919649,-73.9838411
Transportation-Train Subway,,Manhattan,5/8/14 8:39,5/8/14 8:47,,
Fire-Haz Mat,Union Turnpike & Park Drive East,Queens,5/8/14 17:53,5/14/14 11:46,40.71727658,-73.82531578
Fire-1st Alarm,355 Bard Avenue,Staten Island,5/14/14 12:19,5/14/14 13:31,,
Structural-Construction Accident,45 West 29 Street,Manhattan,5/15/14 10:15,5/15/14 13:13,40.74623674,-73.98904321
LawEnforcement-Suspicious Package,30-30 Thomson Ave,Queens,5/18/11 14:18,5/18/11 14:53,40.74504209,-73.93619121
Fire-1st Alarm,3012 Richmond Terrace,Staten Island,5/17/11 3:12,5/19/11 10:46,40.63723492,-74.16039751
HazMat-High Carbon Monoxide,147-36  26 Ave,Queens,3/28/12 14:44,3/28/12 15:49,40.77451188,-73.81928415
Fire-Fatal Elevator Incident,1290 6 Ave,Manhattan,3/28/12 22:23,3/29/12 4:13,40.76085674,-73.97971683
Rescue-High Angle,1050 Targee Street,Staten Island,12/5/12 10:57,12/5/12 11:02,40.60348377,-74.09123739
Utility-Steam Main,East 86th Street & 3rd Avenue,Manhattan,12/4/12 13:14,12/5/12 12:37,40.77882189,-73.95398497
Structural-Scaffold,Major Deegan Expressway & West 179 Street,Bronx,12/5/12 18:35,12/5/12 21:08,,
Fire-Sanitation Garage,,Queens,12/7/12 8:10,12/7/12 8:42,40.73499795,-73.9099104
Utility-Water Main,205 East Houston Street,Manhattan,5/22/14 11:21,5/23/14 10:10,,
Structural-Collapse,557  McDonald Avenue,Brooklyn,5/19/13 18:25,5/19/13 20:29,40.64060568,-73.97896427
LawEnforcement-Bomb Threat,28-01 41 Avenue,Queens,5/20/13 10:59,5/20/13 11:49,40.7513557,-73.93744478
Weather-Wind,,Citywide,10/18/13 4:21,10/18/13 16:05,,
Fire-1st Alarm,167-07 1 140 ave,Queens,10/20/13 7:27,,,
Rescue-High Angle,225 Broadway,Manhattan,3/7/14 7:46,3/7/14 9:35,40.71186988,-74.00821696
Structural-Ice Condition,735 Magenta Street,Bronx,3/9/14 12:57,3/9/14 18:28,40.8750293,-73.86571458
Fire-2nd Alarm,9 Schuyler Terrace,Bronx,3/9/14 17:50,3/10/14 8:56,40.8097766,-73.80275194
Structural-Parapet,1681 jerome avenue,Bronx,5/26/14 12:53,5/26/14 14:37,40.84626656,-73.91338855
Fire-1st Alarm,54 Bartlett Street,Brooklyn,5/27/14 11:11,5/27/14 12:55,40.70165505,-73.94564581
HazMat-High Carbon Monoxide,20 River Terrace,Manhattan,5/27/14 14:00,5/27/14 14:29,40.71694134,-74.01629809
Fire-Manhole,East 57 Street,Manhattan,5/27/14 14:57,5/28/14 1:26,40.76022264,-73.96746205
Structural-Street Collapse,174-44 126 Avneue,Queens,5/27/14 18:39,5/28/14 3:47,,
Fire-3rd Alarm,581 3 ave,new york,11/30/16 0:25,11/30/16 10:45,40.6674897,-73.994286
Structural-Street Collapse,6 Avenue & 65 Street,Brooklyn,5/19/11 14:47,5/19/11 18:21,,
Utility-Water Service Line,524 West 114 St,Manhattan,3/29/12 16:39,3/29/12 21:27,40.80587442,-73.9628956
Rescue-Confined Space,951 Woodycrest Ave,Bronx,3/29/12 21:15,3/29/12 23:12,40.83138715,-73.92897159
LawEnforcement-Suspicious Package,305 West 79 St.,Manhattan,12/7/12 20:14,12/7/12 21:00,40.78447276,-73.98142126
Fire-2nd Alarm,92-70 224 Street,Queens,12/9/12 1:41,12/9/12 3:57,40.72462921,-73.73216485
Fire-2nd Alarm,941  Intervale Ave,Bronx,12/9/12 17:42,12/9/12 22:10,40.82116632,-73.89690249
Transportation-Tractor Trailer,East 173 Street & Grand Concourse,Bronx,12/4/12 11:06,12/10/12 12:32,40.84389933,-73.91169293
Utility-Manhole,Shore Road & 72 Street,Brooklyn,3/20/14 10:38,3/20/14 20:17,40.63598484,-74.03724413
Fire-3rd Alarm,68-66 112th Street,Queens,11/8/15 19:40,11/9/15 2:09,40.72670322,-73.84125605
Utility-Water Main,51-35 Reeder Street,Queens,10/23/15 8:44,11/9/15 14:37,40.73794143,-73.87828146
LawEnforcement-Suspicious Package,159 ST & ROCKAWAY BLVD,Queens,3/30/12 8:10,3/30/12 8:55,40.66506159,-73.77843809
Weather-ASOS Out of Service,,Manhattan,1/29/12 10:35,3/30/12 10:51,40.77907811,-73.96886972
Structural-Stability Problem,Bailey Avenue & Bailey Place,Bronx,12/12/12 9:10,12/12/12 11:27,,
Structural-Sidewalk Shed,830 3 Ave,Manhattan,12/12/12 17:29,12/12/12 20:03,40.75621613,-73.97049598
Administration-OEM Involved MVA,LIE Service Road (Westbound) & 223 Street,Queens,5/19/13 15:03,5/20/13 12:43,,
Fire-10-76 (Commercial High Rise),309  Madison Ave,Manhattan,5/20/13 11:58,5/20/13 13:30,40.75249895,-73.9794956
LawEnforcement-Suspicious Package,3000 Avenue X,Brooklyn,5/21/13 10:02,5/21/13 11:12,40.59412412,-73.9376965
Structural-Confined Space,150  Charles St,Manhattan,5/21/13 14:16,5/21/13 16:44,40.7340365,-74.00881145
LawEnforcement-Suspicious Package,W 72 St. & Central Park West,Manhattan,3/26/14 11:20,3/26/14 11:35,40.77622107,-73.97595354
Other-Sink Hole,3906 New Utrecht Ave,Brooklyn,3/30/14 7:19,3/30/14 11:06,40.64539163,-73.99448664
Marine-Pleasure Craft Medium,,Queens,4/13/14 17:15,4/13/14 18:10,,
Fire-3rd Alarm,604 5 Ave,Manhattan,6/6/14 21:03,6/6/14 23:50,40.75767523,-73.97784082
Fire-5th Alarm,205 Chestnut Ave,Staten Island,6/5/14 1:20,6/7/14 11:27,40.61506219,-74.07483592
Structural-Evacuation,11-29 47th Avenue,Queens,11/21/14 12:52,11/21/14 16:57,,
Utility-Water Service Line,240-02 Northern Blvd,Queens,11/21/14 16:13,11/21/14 18:22,40.76456547,-73.74671486
Fire-2nd Alarm,2332 University Ave,Bronx,11/21/14 19:50,11/21/14 23:27,40.86129097,-73.90623981
Law Enforcement-Device,2800 Ocean Parkway,Brooklyn,11/21/14 19:23,11/22/14 5:12,40.58168045,-73.96730783
Utility-Sewer Service,East 44th Street & 3rd Avenue,Manhattan,1/15/15 0:13,1/16/15 7:23,40.75206406,-73.97350434
Utility-Water Main,Waverly Place & Gay Street,Manhattan,10/18/15 15:09,10/18/15 16:58,40.73324086,-74.00070361
Structural-Scaffold,200 Varick Street,Manhattan,10/18/15 19:04,10/18/15 20:44,40.72834684,-74.00534343
Fire-1st Alarm,1198 Bedford Ave,Brooklyn,5/19/11 20:40,5/19/11 21:45,40.68312871,-73.95387433
HazMat-Liquid,443 West 22 Street,Manhattan,5/20/11 16:19,5/20/11 17:10,40.74637171,-74.00308566
Rescue-Construction Worker Fell From Bridge,,Bronx,3/30/12 8:14,3/30/12 18:53,,
Utility-Power Outage,1 Chase Manhattan Plaza,Manhattan,4/2/12 10:14,4/2/12 17:35,40.70836197,-74.00959076
Structural-Sidewalk Shed,East 55th Street & Park Avenue,Manhattan,12/13/12 9:11,12/13/12 9:53,40.76031159,-73.9716962
HazMat-Gas Odor,61-15 Oceania Street,Queens,12/13/12 9:00,12/13/12 10:28,40.74520102,-73.76744589
Utility-Possible Gas Main Leak,W 135 Street  & Riverside Drive,Manhattan,12/14/12 22:26,12/15/12 5:35,40.8211442,-73.95752175
LawEnforcement-Suspicious Package,Gates Avenue & Wyckoff Avenue,Brooklyn,4/16/14 14:02,4/16/14 15:15,40.69993783,-73.91180789
Utility-Gas Main Rupture,,Brooklyn,6/16/14 14:41,6/19/14 3:15,,
Structural-Falling Debris,620 Atlantic Ave,Brooklyn,6/5/16 19:27,6/5/16 22:16,40.68345378,-73.97569133
Fire-1st Alarm,911 Flatbush Avenue,Brooklyn,11/30/16 11:52,11/30/16 12:29,,
Structural-Street Collapse,132 Seaman Ave,Manhattan,5/21/11 17:55,5/21/11 20:58,40.86882937,-73.92306346
Structural-Other,Park Place & Classon Avenue,Brooklyn,5/22/11 11:37,5/22/11 11:59,40.67487749,-73.96007359
Aviation-Helicopter,Williamsburg Bridge,Brooklyn,5/22/11 14:44,,,
Structural-Collapse,331 East 6 Street,Manhattan,4/3/12 14:40,4/3/12 16:28,40.72704254,-73.98766814
Structural-Construction Accident,9 West 56th Street,Manhattan,4/16/14 13:12,4/16/14 16:35,40.76258228,-73.97512098
Fire-1st Alarm,Giffords Lane  & Brower Court,Staten Island,4/17/14 2:30,4/17/14 4:26,40.55129223,-74.15037108
Structural-Bricks,93-01 Sutphin Boulevard,Queens,4/15/14 22:26,4/17/14 15:18,40.70049716,-73.80769157
Utility-Water Main,127 West 43 St,Manhattan,4/19/14 20:51,4/20/14 15:04,40.75587302,-73.98445398
Fire-School,510 Waverly Avenue,Brooklyn,4/21/14 9:38,4/21/14 10:55,40.68264429,-73.96576204
HazMat-Natural Gas Leak,130-35 Merrick Blvd,Queens,4/19/14 9:55,4/21/14 15:32,40.68014801,-73.76247017
Utility-Sewer Service,East 72nd Street & FDR,Manhattan,5/18/11 20:20,,,
Structural-Scaffold,426 4th Avenue,Brooklyn,5/23/11 14:38,5/23/11 19:50,40.67117286,-73.98804617
HazMat-Fuel Spill,Henry St & 3 PLACE,Brooklyn,4/4/12 10:30,4/4/12 10:40,40.67975364,-74.00151425
Structural-DOB Schedule Vacate,2331 East 120 Street,Manhattan,4/3/12 10:24,4/4/12 10:47,40.80004989,-73.93707756
Utility-Possible Power Interruption at Hospital,1901 1 Avenue,Manhattan,12/15/12 12:30,12/15/12 15:59,40.78455661,-73.94377984
Utility-Light Pole,East 102 Street & FDR Drive,Manhattan,12/16/12 15:35,12/16/12 18:27,40.78609981,-73.93965825
Rescue-High Angle,Spring St & Varick St,Manhattan,12/17/12 10:33,12/17/12 11:21,40.72567343,-74.00577976
Fire-4th Alarm,603 Jackson Avenue,Bronx,12/16/12 10:53,12/17/12 12:20,40.81469312,-73.90856338
Structural-Scaffold,308 Bleecker Street,Manhattan,5/21/13 14:59,5/21/13 17:32,40.73271106,-74.0038608
Utility-Gas Service Line,137-10 Croston Avenue,Queens,4/28/14 9:44,4/28/14 11:22,,
Utility-Gas Main Rupture,186 Dyckman Street,Manhattan,5/24/11 13:21,5/24/11 16:38,40.86437699,-73.92653575
Utility-Water Main,92-20  Rockaway Beach Blvd,Queens,4/3/12 23:25,4/4/12 12:37,40.58632984,-73.81577543
Structural-Stability Problem,219 Rockaway Ave,Brooklyn,11/29/12 17:09,12/17/12 13:32,40.67510528,-73.91103318
Structural-Bridge,150 Street & Archer Ave,Queens,12/17/12 15:27,12/17/12 17:02,40.70146005,-73.80412914
Utility-Downed Utility Pole,100  Beach 131 Street,Queens,5/21/13 16:45,5/21/13 18:40,40.57359522,-73.84860681
HazMat-Chemical,329 Greenpoint Avenue,Brooklyn,5/22/13 8:27,5/22/13 9:15,40.73148266,-73.94627095
HazMat-School Evacuation Due to Release of Mace,1925       Stuart Street,Brooklyn,5/23/13 13:28,5/23/13 15:02,40.60664942,-73.93917579
HazMat-Solid,1771 Popham Avenue,Bronx,5/23/13 17:54,5/23/13 18:37,40.85141388,-73.91853274
LawEnforcement-Suspicious Package,West 44th Street & 8th Avenue,Manhattan,10/21/13 13:41,10/21/13 14:53,40.75853319,-73.98884266
HazMat-Oil Spill,485 7th Ave,Manhattan,10/22/13 8:39,10/22/13 13:15,40.75246462,-73.98954388
Rescue-Confined Space,80-30 Jamaica Ave,Queens,10/22/13 20:25,10/22/13 20:51,40.69225213,-73.86132995
Utility-Water Main,Wallace Avenue & Astor Avenue,Bronx,10/23/13 4:02,10/23/13 13:52,40.85960832,-73.86463226
HazMat-Fuel,Henry Street  & 3rd Place,Brooklyn,4/4/12 10:29,4/4/12 15:19,40.67975364,-74.00151425
